dataset,case_id,model,structural_category,prediction,is_dataset_cco,confidence
AVeriTeC,231,claude-sonnet-4-5,material_mixed,conflicting,0,0.92
AVeriTeC,231,gpt-4o-mini,material_mixed,conflicting,0,0.7
AVeriTeC,233,claude-haiku-4-5,material_mixed,conflicting,0,0.85
AVeriTeC,233,claude-sonnet-4-5,material_mixed,conflicting,0,0.92
AVeriTeC,233,gpt-4o-mini,material_mixed,conflicting,0,0.8
AVeriTeC,235,claude-haiku-4-5,material_mixed,conflicting,0,0.85
AVeriTeC,235,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
AVeriTeC,235,gpt-4o-mini,material_mixed,conflicting,0,0.8
AVeriTeC,240,claude-haiku-4-5,separate_support_and_refute,conflicting,0,0.92
AVeriTeC,240,claude-sonnet-4-5,separate_support_and_refute,conflicting,0,0.85
AVeriTeC,240,gpt-4o-mini,separate_support_and_refute,conflicting,0,0.8
AVeriTeC,242,claude-haiku-4-5,material_mixed,refute,1,0.95
AVeriTeC,242,claude-sonnet-4-5,material_mixed,conflicting,0,0.9
AVeriTeC,242,gpt-4o-mini,material_mixed,refute,1,0.9
AVeriTeC,243,claude-haiku-4-5,refute_only,refute,1,0.95
AVeriTeC,243,claude-sonnet-4-5,refute_only,refute,1,0.85
AVeriTeC,243,gpt-4o-mini,refute_only,conflicting,0,0.7
AVeriTeC,244,claude-haiku-4-5,material_mixed,insufficient,0,0.72
AVeriTeC,244,claude-sonnet-4-5,material_mixed,conflicting,0,0.75
AVeriTeC,244,gpt-4o-mini,material_mixed,support,1,0.9
AVeriTeC,246,claude-haiku-4-5,material_mixed,conflicting,0,0.85
AVeriTeC,246,claude-sonnet-4-5,material_mixed,conflicting,0,0.85
AVeriTeC,246,gpt-4o-mini,material_mixed,conflicting,0,0.7
AVeriTeC,249,claude-haiku-4-5,material_mixed,conflicting,0,0.85
AVeriTeC,249,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
AVeriTeC,249,gpt-4o-mini,material_mixed,conflicting,0,0.8
AVeriTeC,252,claude-haiku-4-5,material_mixed,refute,1,0.95
AVeriTeC,252,claude-sonnet-4-5,material_mixed,conflicting,0,0.9
AVeriTeC,252,gpt-4o-mini,material_mixed,refute,1,0.95
AVeriTeC,254,claude-haiku-4-5,separate_support_and_refute,conflicting,0,0.95
AVeriTeC,254,claude-sonnet-4-5,separate_support_and_refute,conflicting,0,0.92
AVeriTeC,254,gpt-4o-mini,separate_support_and_refute,conflicting,0,0.8
AVeriTeC,255,claude-haiku-4-5,separate_support_and_refute,refute,1,0.92
AVeriTeC,255,claude-sonnet-4-5,separate_support_and_refute,refute,1,0.85
AVeriTeC,255,gpt-4o-mini,separate_support_and_refute,refute,1,0.9
AVeriTeC,256,claude-haiku-4-5,material_mixed,refute,1,0.92
AVeriTeC,256,claude-sonnet-4-5,material_mixed,conflicting,0,0.92
AVeriTeC,256,gpt-4o-mini,material_mixed,refute,1,0.9
AVeriTeC,257,claude-haiku-4-5,directional_plus_insufficient,conflicting,0,0.85
AVeriTeC,257,claude-sonnet-4-5,directional_plus_insufficient,insufficient,0,0.9
AVeriTeC,257,gpt-4o-mini,directional_plus_insufficient,insufficient,0,0.7
AVeriTeC,259,claude-haiku-4-5,separate_support_and_refute,conflicting,0,0.92
AVeriTeC,259,claude-sonnet-4-5,separate_support_and_refute,conflicting,0,0.85
AVeriTeC,259,gpt-4o-mini,separate_support_and_refute,support,1,0.9
AVeriTeC,261,claude-haiku-4-5,separate_support_and_refute,conflicting,0,0.92
AVeriTeC,261,claude-sonnet-4-5,separate_support_and_refute,conflicting,0,0.85
AVeriTeC,261,gpt-4o-mini,separate_support_and_refute,conflicting,0,0.8
AVeriTeC,263,claude-haiku-4-5,material_mixed,conflicting,0,0.92
AVeriTeC,263,claude-sonnet-4-5,material_mixed,conflicting,0,0.9
AVeriTeC,263,gpt-4o-mini,material_mixed,refute,1,0.9
AVeriTeC,264,claude-haiku-4-5,separate_support_and_refute,conflicting,0,0.85
AVeriTeC,264,claude-sonnet-4-5,separate_support_and_refute,conflicting,0,0.9
AVeriTeC,264,gpt-4o-mini,separate_support_and_refute,conflicting,0,0.8
AVeriTeC,265,claude-haiku-4-5,material_mixed,conflicting,0,0.85
AVeriTeC,265,claude-sonnet-4-5,material_mixed,conflicting,0,0.85
AVeriTeC,265,gpt-4o-mini,material_mixed,conflicting,0,0.8
AVeriTeC,266,claude-haiku-4-5,material_mixed,refute,1,0.85
AVeriTeC,266,claude-sonnet-4-5,material_mixed,conflicting,0,0.85
AVeriTeC,266,gpt-4o-mini,material_mixed,conflicting,0,0.85
AVeriTeC,267,claude-haiku-4-5,material_mixed,conflicting,0,0.92
AVeriTeC,267,claude-sonnet-4-5,material_mixed,conflicting,0,0.92
AVeriTeC,267,gpt-4o-mini,material_mixed,conflicting,0,0.8
AVeriTeC,269,claude-haiku-4-5,material_mixed,conflicting,0,0.75
AVeriTeC,269,claude-sonnet-4-5,material_mixed,refute,1,0.85
AVeriTeC,269,gpt-4o-mini,material_mixed,conflicting,0,0.7
AVeriTeC,270,claude-haiku-4-5,separate_support_and_refute,refute,1,0.95
AVeriTeC,270,claude-sonnet-4-5,separate_support_and_refute,conflicting,0,0.92
AVeriTeC,270,gpt-4o-mini,separate_support_and_refute,conflicting,0,0.9
AVeriTeC,275,claude-haiku-4-5,separate_support_and_refute,conflicting,0,0.92
AVeriTeC,275,claude-sonnet-4-5,separate_support_and_refute,conflicting,0,0.95
AVeriTeC,275,gpt-4o-mini,separate_support_and_refute,conflicting,0,0.8
AVeriTeC,278,claude-haiku-4-5,material_mixed,refute,1,0.95
AVeriTeC,278,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
AVeriTeC,278,gpt-4o-mini,material_mixed,conflicting,0,0.85
AVeriTeC,279,claude-haiku-4-5,material_mixed,insufficient,0,0.85
AVeriTeC,279,claude-sonnet-4-5,material_mixed,conflicting,0,0.92
AVeriTeC,279,gpt-4o-mini,material_mixed,insufficient,0,0.8
AVeriTeC,281,claude-haiku-4-5,material_mixed,conflicting,0,0.92
AVeriTeC,281,claude-sonnet-4-5,material_mixed,conflicting,0,0.92
AVeriTeC,281,gpt-4o-mini,material_mixed,support,1,0.9
AVeriTeC,282,claude-haiku-4-5,material_mixed,conflicting,0,0.78
AVeriTeC,282,claude-sonnet-4-5,material_mixed,conflicting,0,0.85
AVeriTeC,282,gpt-4o-mini,material_mixed,conflicting,0,0.7
AVeriTeC,283,claude-haiku-4-5,material_mixed,conflicting,0,0.85
AVeriTeC,283,claude-sonnet-4-5,material_mixed,conflicting,0,0.85
AVeriTeC,283,gpt-4o-mini,material_mixed,conflicting,0,0.8
VitaminC-Mixed,0,claude-haiku-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,0,claude-sonnet-4-5,material_mixed,conflicting,0,0.85
VitaminC-Mixed,0,gpt-4o-mini,material_mixed,conflicting,0,0.9
VitaminC-Mixed,1,claude-haiku-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,1,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,1,gpt-4o-mini,material_mixed,conflicting,0,0.8
VitaminC-Mixed,2,claude-haiku-4-5,refute_only,support,1,0.95
VitaminC-Mixed,2,claude-sonnet-4-5,refute_only,support,1,0.92
VitaminC-Mixed,2,gpt-4o-mini,refute_only,support,1,0.95
VitaminC-Mixed,3,claude-haiku-4-5,material_mixed,refute,1,0.95
VitaminC-Mixed,3,claude-sonnet-4-5,material_mixed,conflicting,0,0.85
VitaminC-Mixed,3,gpt-4o-mini,material_mixed,support,1,0.9
VitaminC-Mixed,4,claude-haiku-4-5,material_mixed,refute,1,0.99
VitaminC-Mixed,4,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,4,gpt-4o-mini,material_mixed,conflicting,0,0.9
VitaminC-Mixed,5,claude-haiku-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,5,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,5,gpt-4o-mini,material_mixed,support,1,0.9
VitaminC-Mixed,6,claude-haiku-4-5,support_only,conflicting,0,0.95
VitaminC-Mixed,6,claude-sonnet-4-5,support_only,conflicting,0,0.85
VitaminC-Mixed,6,gpt-4o-mini,support_only,conflicting,0,0.8
VitaminC-Mixed,7,claude-haiku-4-5,material_mixed,refute,1,0.95
VitaminC-Mixed,7,claude-sonnet-4-5,material_mixed,refute,1,0.95
VitaminC-Mixed,7,gpt-4o-mini,material_mixed,conflicting,0,0.9
VitaminC-Mixed,8,claude-haiku-4-5,refute_only,refute,1,0.95
VitaminC-Mixed,8,claude-sonnet-4-5,refute_only,conflicting,0,0.95
VitaminC-Mixed,8,gpt-4o-mini,refute_only,refute,1,1.0
VitaminC-Mixed,9,claude-haiku-4-5,refute_only,refute,1,0.95
VitaminC-Mixed,9,claude-sonnet-4-5,refute_only,refute,1,1.0
VitaminC-Mixed,9,gpt-4o-mini,refute_only,conflicting,0,0.8
VitaminC-Mixed,10,claude-haiku-4-5,material_mixed,conflicting,0,0.85
VitaminC-Mixed,10,claude-sonnet-4-5,material_mixed,conflicting,0,0.9
VitaminC-Mixed,10,gpt-4o-mini,material_mixed,conflicting,0,0.8
VitaminC-Mixed,11,claude-haiku-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,11,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,11,gpt-4o-mini,material_mixed,conflicting,0,0.9
VitaminC-Mixed,12,claude-haiku-4-5,support_only,support,1,0.95
VitaminC-Mixed,12,claude-sonnet-4-5,support_only,support,1,0.95
VitaminC-Mixed,12,gpt-4o-mini,support_only,conflicting,0,0.8
VitaminC-Mixed,13,claude-haiku-4-5,material_mixed,conflicting,0,0.75
VitaminC-Mixed,13,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,13,gpt-4o-mini,material_mixed,conflicting,0,0.8
VitaminC-Mixed,14,claude-haiku-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,14,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,14,gpt-4o-mini,material_mixed,conflicting,0,0.8
VitaminC-Mixed,15,claude-haiku-4-5,refute_only,conflicting,0,0.85
VitaminC-Mixed,15,claude-sonnet-4-5,refute_only,conflicting,0,0.85
VitaminC-Mixed,15,gpt-4o-mini,refute_only,conflicting,0,0.8
VitaminC-Mixed,16,claude-haiku-4-5,material_mixed,conflicting,0,0.85
VitaminC-Mixed,16,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,16,gpt-4o-mini,material_mixed,conflicting,0,0.8
VitaminC-Mixed,17,claude-haiku-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,17,claude-sonnet-4-5,material_mixed,conflicting,0,0.85
VitaminC-Mixed,17,gpt-4o-mini,material_mixed,conflicting,0,0.8
VitaminC-Mixed,18,claude-haiku-4-5,support_only,support,1,0.95
VitaminC-Mixed,18,claude-sonnet-4-5,support_only,support,1,0.95
VitaminC-Mixed,18,gpt-4o-mini,support_only,support,1,0.9
VitaminC-Mixed,19,claude-haiku-4-5,support_only,conflicting,0,0.75
VitaminC-Mixed,19,claude-sonnet-4-5,support_only,conflicting,0,0.9
VitaminC-Mixed,19,gpt-4o-mini,support_only,conflicting,0,0.8
VitaminC-Mixed,20,claude-haiku-4-5,material_mixed,refute,1,0.85
VitaminC-Mixed,20,claude-sonnet-4-5,material_mixed,conflicting,0,0.85
VitaminC-Mixed,20,gpt-4o-mini,material_mixed,conflicting,0,0.8
VitaminC-Mixed,21,claude-haiku-4-5,material_mixed,conflicting,0,0.85
VitaminC-Mixed,21,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,21,gpt-4o-mini,material_mixed,conflicting,0,0.8
VitaminC-Mixed,22,claude-haiku-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,22,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,22,gpt-4o-mini,material_mixed,conflicting,0,0.8
VitaminC-Mixed,23,claude-haiku-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,23,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,23,gpt-4o-mini,material_mixed,conflicting,0,0.8
VitaminC-Mixed,24,claude-haiku-4-5,support_only,support,1,0.95
VitaminC-Mixed,24,claude-sonnet-4-5,support_only,support,1,0.95
VitaminC-Mixed,24,gpt-4o-mini,support_only,support,1,1.0
VitaminC-Mixed,25,claude-haiku-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,25,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,25,gpt-4o-mini,material_mixed,refute,1,0.9
VitaminC-Mixed,26,claude-haiku-4-5,material_mixed,conflicting,0,0.5
VitaminC-Mixed,26,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,26,gpt-4o-mini,material_mixed,conflicting,0,0.8
VitaminC-Mixed,27,claude-haiku-4-5,material_mixed,conflicting,0,0.65
VitaminC-Mixed,27,claude-sonnet-4-5,material_mixed,conflicting,0,0.75
VitaminC-Mixed,27,gpt-4o-mini,material_mixed,conflicting,0,0.7
VitaminC-Mixed,28,claude-haiku-4-5,material_mixed,conflicting,0,0.85
VitaminC-Mixed,28,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,28,gpt-4o-mini,material_mixed,conflicting,0,0.8
VitaminC-Mixed,29,claude-haiku-4-5,support_only,support,1,0.95
VitaminC-Mixed,29,claude-sonnet-4-5,support_only,support,1,1.0
VitaminC-Mixed,29,gpt-4o-mini,support_only,support,1,1.0
VitaminC-Mixed,30,claude-haiku-4-5,material_mixed,conflicting,0,0.85
VitaminC-Mixed,30,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,30,gpt-4o-mini,material_mixed,conflicting,0,0.8
VitaminC-Mixed,31,claude-haiku-4-5,material_mixed,conflicting,0,0.85
VitaminC-Mixed,31,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,31,gpt-4o-mini,material_mixed,conflicting,0,0.9
VitaminC-Mixed,32,claude-haiku-4-5,support_only,support,1,0.95
VitaminC-Mixed,32,claude-sonnet-4-5,support_only,support,1,0.95
VitaminC-Mixed,32,gpt-4o-mini,support_only,conflicting,0,0.8
VitaminC-Mixed,33,claude-haiku-4-5,material_mixed,refute,1,0.95
VitaminC-Mixed,33,claude-sonnet-4-5,material_mixed,conflicting,0,0.85
VitaminC-Mixed,33,gpt-4o-mini,material_mixed,support,1,1.0
VitaminC-Mixed,34,claude-haiku-4-5,separate_support_and_refute,refute,1,0.99
VitaminC-Mixed,34,claude-sonnet-4-5,separate_support_and_refute,refute,1,1.0
VitaminC-Mixed,34,gpt-4o-mini,separate_support_and_refute,conflicting,0,0.8
VitaminC-Mixed,35,claude-haiku-4-5,material_mixed,conflicting,0,0.85
VitaminC-Mixed,35,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,35,gpt-4o-mini,material_mixed,conflicting,0,0.8
VitaminC-Mixed,36,claude-haiku-4-5,material_mixed,support,1,0.95
VitaminC-Mixed,36,claude-sonnet-4-5,material_mixed,support,1,0.92
VitaminC-Mixed,36,gpt-4o-mini,material_mixed,conflicting,0,0.7
VitaminC-Mixed,37,claude-haiku-4-5,refute_only,refute,1,0.99
VitaminC-Mixed,37,claude-sonnet-4-5,refute_only,refute,1,0.95
VitaminC-Mixed,37,gpt-4o-mini,refute_only,conflicting,0,0.8
VitaminC-Mixed,38,claude-haiku-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,38,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,38,gpt-4o-mini,material_mixed,refute,1,1.0
VitaminC-Mixed,39,claude-haiku-4-5,material_mixed,conflicting,0,0.85
VitaminC-Mixed,39,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,39,gpt-4o-mini,material_mixed,conflicting,0,0.7
VitaminC-Mixed,40,claude-haiku-4-5,material_mixed,conflicting,0,0.85
VitaminC-Mixed,40,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,40,gpt-4o-mini,material_mixed,conflicting,0,0.8
VitaminC-Mixed,41,claude-haiku-4-5,material_mixed,support,1,0.95
VitaminC-Mixed,41,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,41,gpt-4o-mini,material_mixed,conflicting,0,0.8
VitaminC-Mixed,42,claude-haiku-4-5,support_only,support,1,0.95
VitaminC-Mixed,42,claude-sonnet-4-5,support_only,support,1,0.95
VitaminC-Mixed,42,gpt-4o-mini,support_only,support,1,0.9
VitaminC-Mixed,43,claude-haiku-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,43,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,43,gpt-4o-mini,material_mixed,conflicting,0,0.8
VitaminC-Mixed,44,claude-haiku-4-5,refute_only,refute,1,0.99
VitaminC-Mixed,44,claude-sonnet-4-5,refute_only,refute,1,1.0
VitaminC-Mixed,44,gpt-4o-mini,refute_only,conflicting,0,0.9
VitaminC-Mixed,45,claude-haiku-4-5,refute_only,refute,1,0.95
VitaminC-Mixed,45,claude-sonnet-4-5,refute_only,refute,1,0.95
VitaminC-Mixed,45,gpt-4o-mini,refute_only,conflicting,0,0.9
VitaminC-Mixed,46,claude-haiku-4-5,insufficient_only,insufficient,0,0.85
VitaminC-Mixed,46,claude-sonnet-4-5,insufficient_only,refute,1,0.95
VitaminC-Mixed,46,gpt-4o-mini,insufficient_only,conflicting,0,0.7
VitaminC-Mixed,47,claude-haiku-4-5,material_mixed,conflicting,0,0.85
VitaminC-Mixed,47,claude-sonnet-4-5,material_mixed,conflicting,0,0.85
VitaminC-Mixed,47,gpt-4o-mini,material_mixed,conflicting,0,0.8
VitaminC-Mixed,48,claude-haiku-4-5,material_mixed,refute,1,0.95
VitaminC-Mixed,48,claude-sonnet-4-5,material_mixed,conflicting,0,0.85
VitaminC-Mixed,48,gpt-4o-mini,material_mixed,conflicting,0,0.8
VitaminC-Mixed,49,claude-haiku-4-5,material_mixed,conflicting,0,0.85
VitaminC-Mixed,49,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,49,gpt-4o-mini,material_mixed,refute,1,0.9
VitaminC-Mixed,50,claude-haiku-4-5,material_mixed,conflicting,0,0.85
VitaminC-Mixed,50,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,50,gpt-4o-mini,material_mixed,conflicting,0,0.8
VitaminC-Mixed,51,claude-haiku-4-5,support_only,support,1,0.95
VitaminC-Mixed,51,claude-sonnet-4-5,support_only,support,1,0.92
VitaminC-Mixed,51,gpt-4o-mini,support_only,conflicting,0,0.7
VitaminC-Mixed,52,claude-haiku-4-5,material_mixed,support,1,0.85
VitaminC-Mixed,52,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,52,gpt-4o-mini,material_mixed,conflicting,0,0.8
VitaminC-Mixed,53,claude-haiku-4-5,support_only,support,1,0.99
VitaminC-Mixed,53,claude-sonnet-4-5,support_only,support,1,0.95
VitaminC-Mixed,53,gpt-4o-mini,support_only,conflicting,0,0.8
VitaminC-Mixed,54,claude-haiku-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,54,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,54,gpt-4o-mini,material_mixed,conflicting,0,0.9
VitaminC-Mixed,55,claude-haiku-4-5,material_mixed,support,1,0.99
VitaminC-Mixed,55,claude-sonnet-4-5,material_mixed,conflicting,0,0.85
VitaminC-Mixed,55,gpt-4o-mini,material_mixed,conflicting,0,0.8
VitaminC-Mixed,56,claude-haiku-4-5,support_only,support,1,0.95
VitaminC-Mixed,56,claude-sonnet-4-5,support_only,conflicting,0,0.85
VitaminC-Mixed,56,gpt-4o-mini,support_only,conflicting,0,0.8
VitaminC-Mixed,57,claude-haiku-4-5,support_only,support,1,0.95
VitaminC-Mixed,57,claude-sonnet-4-5,support_only,support,1,0.95
VitaminC-Mixed,57,gpt-4o-mini,support_only,support,1,0.9
VitaminC-Mixed,58,claude-haiku-4-5,material_mixed,conflicting,0,0.85
VitaminC-Mixed,58,claude-sonnet-4-5,material_mixed,conflicting,0,0.85
VitaminC-Mixed,58,gpt-4o-mini,material_mixed,conflicting,0,0.8
VitaminC-Mixed,59,claude-haiku-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,59,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,59,gpt-4o-mini,material_mixed,conflicting,0,0.9
VitaminC-Mixed,60,claude-haiku-4-5,support_only,conflicting,0,0.85
VitaminC-Mixed,60,claude-sonnet-4-5,support_only,conflicting,0,0.95
VitaminC-Mixed,60,gpt-4o-mini,support_only,conflicting,0,0.8
VitaminC-Mixed,61,claude-haiku-4-5,material_mixed,conflicting,0,0.75
VitaminC-Mixed,61,claude-sonnet-4-5,material_mixed,support,1,0.95
VitaminC-Mixed,61,gpt-4o-mini,material_mixed,support,1,0.9
VitaminC-Mixed,62,claude-haiku-4-5,support_only,support,1,0.95
VitaminC-Mixed,62,claude-sonnet-4-5,support_only,support,1,0.92
VitaminC-Mixed,62,gpt-4o-mini,support_only,support,1,0.8
VitaminC-Mixed,63,claude-haiku-4-5,material_mixed,conflicting,0,0.75
VitaminC-Mixed,63,claude-sonnet-4-5,material_mixed,refute,1,0.95
VitaminC-Mixed,63,gpt-4o-mini,material_mixed,support,1,0.9
VitaminC-Mixed,64,claude-haiku-4-5,refute_only,conflicting,0,0.85
VitaminC-Mixed,64,claude-sonnet-4-5,refute_only,refute,1,0.95
VitaminC-Mixed,64,gpt-4o-mini,refute_only,conflicting,0,0.8
VitaminC-Mixed,65,claude-haiku-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,65,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,65,gpt-4o-mini,material_mixed,conflicting,0,0.8
VitaminC-Mixed,66,claude-haiku-4-5,material_mixed,refute,1,0.95
VitaminC-Mixed,66,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,66,gpt-4o-mini,material_mixed,conflicting,0,0.9
VitaminC-Mixed,67,claude-haiku-4-5,material_mixed,refute,1,0.99
VitaminC-Mixed,67,claude-sonnet-4-5,material_mixed,refute,1,0.95
VitaminC-Mixed,67,gpt-4o-mini,material_mixed,refute,1,0.9
VitaminC-Mixed,68,claude-haiku-4-5,material_mixed,conflicting,0,0.65
VitaminC-Mixed,68,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,68,gpt-4o-mini,material_mixed,support,1,1.0
VitaminC-Mixed,69,claude-haiku-4-5,support_only,support,1,0.95
VitaminC-Mixed,69,claude-sonnet-4-5,support_only,support,1,0.85
VitaminC-Mixed,69,gpt-4o-mini,support_only,support,1,1.0
VitaminC-Mixed,70,claude-haiku-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,70,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,70,gpt-4o-mini,material_mixed,conflicting,0,0.8
VitaminC-Mixed,71,claude-haiku-4-5,support_only,support,1,0.95
VitaminC-Mixed,71,claude-sonnet-4-5,support_only,conflicting,0,0.85
VitaminC-Mixed,71,gpt-4o-mini,support_only,support,1,0.9
VitaminC-Mixed,72,claude-haiku-4-5,material_mixed,refute,1,0.95
VitaminC-Mixed,72,claude-sonnet-4-5,material_mixed,refute,1,0.95
VitaminC-Mixed,72,gpt-4o-mini,material_mixed,conflicting,0,0.8
VitaminC-Mixed,73,claude-haiku-4-5,material_mixed,conflicting,0,0.85
VitaminC-Mixed,73,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,73,gpt-4o-mini,material_mixed,conflicting,0,0.9
VitaminC-Mixed,74,claude-haiku-4-5,separate_support_and_refute,refute,1,0.95
VitaminC-Mixed,74,claude-sonnet-4-5,separate_support_and_refute,refute,1,0.95
VitaminC-Mixed,74,gpt-4o-mini,separate_support_and_refute,conflicting,0,0.9
VitaminC-Mixed,75,claude-haiku-4-5,support_only,support,1,0.99
VitaminC-Mixed,75,claude-sonnet-4-5,support_only,support,1,1.0
VitaminC-Mixed,75,gpt-4o-mini,support_only,support,1,1.0
VitaminC-Mixed,76,claude-haiku-4-5,material_mixed,conflicting,0,0.85
VitaminC-Mixed,76,claude-sonnet-4-5,material_mixed,insufficient,0,0.75
VitaminC-Mixed,76,gpt-4o-mini,material_mixed,support,1,0.9
VitaminC-Mixed,77,claude-haiku-4-5,refute_only,support,1,0.95
VitaminC-Mixed,77,claude-sonnet-4-5,refute_only,conflicting,0,0.95
VitaminC-Mixed,77,gpt-4o-mini,refute_only,refute,1,1.0
VitaminC-Mixed,78,claude-haiku-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,78,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,78,gpt-4o-mini,material_mixed,refute,1,0.95
VitaminC-Mixed,79,claude-haiku-4-5,support_only,support,1,0.99
VitaminC-Mixed,79,claude-sonnet-4-5,support_only,support,1,1.0
VitaminC-Mixed,79,gpt-4o-mini,support_only,support,1,1.0
VitaminC-Mixed,80,claude-haiku-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,80,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,80,gpt-4o-mini,material_mixed,conflicting,0,0.8
VitaminC-Mixed,81,claude-haiku-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,81,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,81,gpt-4o-mini,material_mixed,conflicting,0,0.8
VitaminC-Mixed,82,claude-haiku-4-5,material_mixed,conflicting,0,0.75
VitaminC-Mixed,82,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,82,gpt-4o-mini,material_mixed,conflicting,0,0.8
VitaminC-Mixed,83,claude-haiku-4-5,material_mixed,conflicting,0,0.85
VitaminC-Mixed,83,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,83,gpt-4o-mini,material_mixed,conflicting,0,0.9
VitaminC-Mixed,84,claude-haiku-4-5,support_only,conflicting,0,0.85
VitaminC-Mixed,84,claude-sonnet-4-5,support_only,conflicting,0,0.95
VitaminC-Mixed,84,gpt-4o-mini,support_only,conflicting,0,0.8
VitaminC-Mixed,85,claude-haiku-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,85,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,85,gpt-4o-mini,material_mixed,conflicting,0,0.8
VitaminC-Mixed,86,claude-haiku-4-5,material_mixed,support,1,0.95
VitaminC-Mixed,86,claude-sonnet-4-5,material_mixed,conflicting,0,0.85
VitaminC-Mixed,86,gpt-4o-mini,material_mixed,conflicting,0,0.8
VitaminC-Mixed,87,claude-haiku-4-5,material_mixed,refute,1,0.85
VitaminC-Mixed,87,claude-sonnet-4-5,material_mixed,refute,1,0.95
VitaminC-Mixed,87,gpt-4o-mini,material_mixed,refute,1,0.9
VitaminC-Mixed,88,claude-haiku-4-5,material_mixed,support,1,0.85
VitaminC-Mixed,88,claude-sonnet-4-5,material_mixed,conflicting,0,0.75
VitaminC-Mixed,88,gpt-4o-mini,material_mixed,conflicting,0,0.7
VitaminC-Mixed,89,claude-haiku-4-5,refute_only,conflicting,0,0.85
